COMMUNICATION,QUALITY,PRICING,RESPECTING DEADLINES,ACCESIBILITY,MEETING EXPECTATIONS,EFFECTIVITY,CLASS
1,2,1,3,4,2,38.2348,0
4,1,2,2,4,3,47.0607,0
4,10,3,6,3,4,88.2339,1
3,9,2,5,2,3,70.5867,1
1,10,2,7,5,4,85.2909,1
1,6,3,1,4,1,47.05700000000001,0
4,5,2,3,2,4,58.824600000000004,0
3,5,1,1,5,2,50.0002,0
1,3,1,2,3,4,41.1769,0
3,4,3,6,2,1,55.880900000000004,0
3,10,1,3,5,4,76.4697,1
3,1,4,5,3,3,55.8826,0
4,3,4,7,4,3,73.529,1
3,3,4,3,3,1,49.9994,0
2,6,3,4,4,1,58.82140000000001,0
3,4,2,4,2,2,49.999700000000004,0
2,2,3,1,5,4,50.001000000000005,0
2,4,3,7,1,3,58.822199999999995,0
1,1,4,4,5,1,47.057300000000005,0
4,1,4,1,5,2,50.0013,0
1,8,1,3,1,4,52.9401,0
4,1,3,3,1,3,44.119299999999996,0
1,5,3,6,1,2,52.938900000000004,0
3,9,1,6,1,2,64.7039,1
2,10,3,1,4,1,61.7623,1
4,4,1,7,3,2,61.7642,1
1,2,1,4,2,1,32.3519,0
4,5,2,3,5,4,67.6479,1
2,3,2,5,5,2,55.8813,0
4,9,2,2,2,4,67.64729999999999,1
4,2,1,4,4,4,55.884,0
3,6,3,4,4,1,61.76310000000001,1
3,4,4,7,4,3,73.5282,1
4,8,3,7,1,2,73.5276,1
4,1,2,7,2,3,55.882999999999996,0
1,3,2,1,4,2,38.2349,0
4,5,2,6,3,3,67.6468,1
3,3,3,5,4,3,61.7645,1
1,2,1,6,4,2,47.057500000000005,0
2,4,4,3,1,2,47.058,0
1,9,1,1,3,4,55.8814,0
1,4,2,4,2,4,49.9995,0
1,9,4,6,4,2,76.4668,1
4,2,3,2,1,3,44.119299999999996,0
3,4,4,5,1,4,61.76469999999999,1
1,3,2,1,2,2,32.3527,0
3,6,1,7,3,3,67.6459,1
4,4,2,2,1,2,44.1185,0
4,10,1,4,2,3,70.58739999999999,1
4,3,1,2,1,2,38.2366,0
4,9,1,1,5,2,64.7055,1
3,5,3,7,4,4,76.4697,1
4,2,4,7,3,4,70.58860000000001,1
1,7,2,2,5,1,52.938900000000004,0
4,4,4,1,4,2,55.8829,0
2,5,2,4,3,1,49.9984,0
3,5,4,6,3,4,73.5287,1
2,10,2,4,5,2,73.5267,1
3,4,3,6,1,1,52.939800000000005,0
2,1,4,5,2,1,44.1166,0
3,3,2,4,5,2,55.88210000000001,0
1,5,3,2,2,2,44.1164,0
1,1,2,6,4,1,44.11600000000001,0
4,9,3,2,5,3,76.46999999999998,1
4,6,3,2,2,4,61.765600000000006,1
2,7,2,2,3,1,49.9984,0
3,1,2,4,2,4,47.060199999999995,0
4,3,2,6,3,2,58.82340000000001,0
3,5,3,6,5,2,70.5867,1
1,6,3,4,5,1,58.820800000000006,0
4,8,3,6,3,3,79.4105,1
3,8,1,5,5,1,67.64489999999999,1
2,3,3,2,5,3,52.941199999999995,0
3,1,1,2,4,4,44.119600000000005,0
3,2,3,7,2,3,58.8232,0
1,6,1,5,5,1,55.87970000000001,0
2,7,1,1,2,3,47.0586,0
4,5,1,1,1,3,44.1191,0
4,9,2,2,4,2,67.6463,1
4,5,3,2,4,4,64.7069,1
2,9,4,5,2,4,76.4686,1
3,2,2,6,5,2,58.82300000000001,0
1,10,2,5,3,1,64.70209999999999,1
4,2,2,3,5,3,55.8836,0
2,6,3,5,2,4,64.70490000000001,1
3,6,4,5,1,2,61.763299999999994,1
2,2,1,4,3,3,44.11789999999999,0
3,3,3,2,2,3,47.0596,0
2,1,3,4,1,1,35.293600000000005,0
1,6,4,3,5,2,61.7625,1
4,7,2,6,2,2,67.6459,1
3,6,3,7,2,2,67.6452,1
3,2,4,7,2,4,64.7058,1
1,9,4,6,2,3,73.5262,1
3,10,4,1,2,1,61.76279999999999,1
4,8,3,2,4,3,70.588,1
2,9,4,1,4,2,64.704,1
3,2,1,5,3,2,47.05890000000001,0
4,10,2,4,5,1,76.46849999999999,1
3,10,2,1,5,3,70.5873,1
1,1,3,7,4,3,55.8811,0
3,3,1,4,3,1,44.11730000000001,0
2,3,1,4,4,1,44.1167,0
4,1,1,4,4,1,44.1183,0
2,8,3,5,3,3,70.5862,1
4,9,2,1,4,1,61.763799999999996,1
4,10,3,5,4,4,88.2341,1
4,6,4,2,2,3,61.765,1
2,6,2,6,4,2,64.7038,1
4,10,3,1,4,1,67.64569999999999,1
3,1,1,3,3,2,38.2362,0
1,7,4,7,3,1,67.6432,1
4,6,3,5,3,1,64.7046,1
2,7,1,1,1,4,47.0591,0
1,10,1,6,3,3,70.5852,1
3,4,3,5,3,3,61.76429999999999,1
2,7,4,3,2,2,58.821799999999996,0
3,9,4,3,1,1,61.76259999999999,1
4,3,1,7,2,2,55.8822,0
4,1,1,6,4,3,55.883300000000006,0
3,8,4,2,1,1,55.880799999999994,0
4,2,1,3,5,2,50.001000000000005,0
1,3,2,5,2,2,44.116299999999995,0
3,3,3,6,5,2,64.70490000000001,1
1,10,3,5,4,3,76.46739999999998,1
2,6,1,6,5,4,70.5871,1
4,10,3,6,4,2,85.2918,1
2,6,1,3,4,4,58.8233,0
1,8,4,5,4,3,73.52659999999999,1
3,8,3,7,1,4,76.46910000000001,1
4,8,3,5,4,4,82.3523,1
4,9,1,4,1,4,67.64699999999999,1
4,8,3,2,1,1,55.881499999999996,0
3,5,1,7,3,4,67.6466,1
3,3,4,5,1,3,55.8822,0
4,8,4,2,5,4,79.4117,1
3,9,1,2,3,1,55.880900000000004,0
3,2,2,6,5,1,55.881400000000006,0
2,4,1,5,5,2,55.8812,0
3,1,4,3,3,2,47.059200000000004,0
1,7,4,3,4,3,64.7039,1
1,6,2,2,3,1,44.1158,0
1,5,3,2,4,2,49.9986,0
1,3,3,3,1,3,41.176,0
1,3,2,7,1,2,47.057,0
3,2,3,5,3,3,55.88249999999999,0
2,9,3,5,5,2,76.46770000000001,1
1,10,4,1,2,3,61.76259999999999,1
4,8,2,7,3,1,73.5272,1
1,8,1,4,4,4,64.7043,1
1,3,4,4,5,1,52.9391,0
1,1,2,3,2,4,38.2359,0
1,10,2,5,2,3,67.64419999999998,1
1,10,4,6,4,2,79.4077,1
2,5,4,1,2,3,49.99979999999999,0
1,10,4,1,4,2,64.7032,1
2,3,1,6,5,3,58.8228,0
3,2,1,1,1,2,29.4131,0
1,10,3,1,2,4,61.7632,1
1,5,3,1,5,4,55.882000000000005,0
3,6,3,7,2,2,67.6452,1
1,6,4,5,1,3,58.8215,0
1,4,4,7,4,3,67.6448,1
1,6,2,1,3,1,41.1749,0
1,2,1,1,2,2,26.470799999999997,0
2,8,2,2,2,4,58.82299999999999,0
1,6,4,4,4,4,67.6455,1
3,4,2,1,3,3,47.05969999999999,0
1,7,4,6,2,3,67.6444,1
2,1,4,5,3,3,52.9409,0
1,4,4,3,2,4,52.9406,0
2,6,2,2,5,3,58.822900000000004,0
1,10,3,6,3,4,79.4088,1
2,10,3,7,4,4,88.2325,1
3,4,3,5,4,2,61.7638,1
3,6,1,7,1,4,64.7053,1
1,10,3,5,5,4,82.3501,1
3,2,2,4,2,4,50.001099999999994,0
2,6,3,7,5,1,70.5852,1
2,4,3,4,1,1,44.116299999999995,0
2,7,1,1,1,4,47.0591,0
2,7,2,3,2,3,55.8814,0
3,4,2,2,4,2,50.0001,0
4,5,2,6,3,4,70.58840000000001,1
3,8,4,1,5,1,64.70429999999999,1
1,1,3,2,3,4,41.1771,0
2,5,2,5,3,2,55.8809,0
1,2,3,6,3,2,49.998400000000004,0
4,2,3,5,5,2,61.76480000000001,1
3,8,2,7,1,1,64.7033,1
2,9,1,5,5,3,73.5273,1
1,10,3,4,3,1,64.70219999999999,1
2,1,3,2,2,4,41.1777,0
2,4,3,4,3,1,49.9985,0
2,1,2,7,1,4,50.0001,0
4,7,2,2,5,1,61.763999999999996,1
3,5,2,4,5,4,67.64710000000001,1
1,6,1,1,5,4,52.9409,0
3,1,4,3,3,3,50.0008,0
4,7,1,5,1,1,55.881299999999996,0
1,8,1,2,2,3,49.9987,0
3,2,4,7,1,2,55.8815,0
3,4,4,7,4,3,73.5282,1
4,4,3,6,4,1,64.7048,1
1,5,3,1,2,2,41.1755,0
1,7,3,6,1,2,58.8207,0
3,5,3,3,3,4,61.765,1
3,4,1,3,1,3,44.118300000000005,0
3,7,2,7,2,2,67.6451,1
2,3,2,5,1,3,47.058499999999995,0
4,6,1,6,2,1,58.8224,0
4,5,2,2,4,4,61.7659,1
2,10,2,1,4,1,58.8213,0
3,10,4,4,5,3,85.29199999999999,1
1,3,4,2,1,3,41.176100000000005,0
4,5,4,1,3,3,58.824299999999994,0
4,8,2,2,2,1,55.88159999999999,0
1,5,3,5,1,1,47.0564,0
2,6,3,7,4,2,70.5857,1
1,7,4,5,3,1,61.7614,1
3,3,2,3,5,2,52.94120000000001,0
2,2,4,6,2,4,58.8232,0
2,6,4,4,3,3,64.7045,1
3,10,2,4,4,1,70.58569999999999,1
4,9,4,7,1,4,85.2927,1
1,4,2,3,2,2,41.1754,0
1,9,1,4,3,2,58.82090000000001,0
3,5,4,5,1,3,61.763999999999996,1
3,10,4,2,3,3,73.52799999999999,1
2,8,2,3,4,2,61.76290000000001,1
3,8,4,1,3,4,67.6469,1
2,4,4,1,5,3,55.8822,0
2,1,2,2,1,4,35.2956,0
1,7,3,6,2,1,58.8202,0
3,3,3,7,2,3,61.7641,1
1,5,3,4,1,3,49.9987,0
3,5,2,6,1,1,52.9397,0
4,1,1,5,2,4,50.0018,0
4,2,3,1,1,3,41.178399999999996,0
3,4,3,2,2,1,44.1173,0
1,2,1,4,1,2,32.352399999999996,0
1,10,3,3,1,1,55.879099999999994,0
3,7,1,2,3,3,55.8823,0
3,8,2,3,3,3,64.7051,1
3,7,4,2,5,2,67.6459,1
3,4,1,2,1,3,41.17739999999999,0
2,5,1,4,4,4,58.8233,0
3,10,4,4,5,2,82.3504,1
2,2,1,2,3,4,41.1777,0
3,9,1,3,5,4,73.5288,1
3,9,3,1,1,4,61.7646,1
3,7,4,6,1,2,67.6451,1
3,10,2,4,5,4,82.3516,1
2,5,4,5,2,4,64.705,1
1,10,1,4,1,1,52.938,0
2,3,1,2,5,2,44.1176,0
4,8,1,3,5,4,73.5296,1
3,9,4,4,5,2,79.4095,1
4,10,3,6,5,1,85.29129999999999,1
2,7,3,5,2,2,61.762600000000006,1
3,4,1,7,5,3,67.6463,1
2,5,4,2,1,1,44.1164,0
1,3,1,3,1,4,38.235600000000005,0
2,1,3,3,3,3,44.1181,0
3,5,1,6,2,4,61.7646,1
1,2,2,4,2,2,38.2345,0
1,6,3,7,1,4,64.7039,1
4,1,1,4,5,2,50.001000000000005,0
4,9,1,4,2,4,70.5881,1
4,6,3,7,5,3,82.35180000000001,1
1,2,4,3,2,1,38.234,0
3,1,4,7,1,4,58.82379999999999,0
2,6,2,7,2,2,61.7625,1
1,4,2,6,4,2,55.880300000000005,0
1,2,1,7,4,3,52.94,0
1,8,1,7,1,2,58.8205,0
4,1,2,7,3,2,55.88250000000001,0
2,6,4,6,3,4,73.5279,1
1,2,4,7,5,1,58.8209,0
1,8,2,3,3,1,52.93850000000001,0
3,8,2,5,2,3,67.6458,1
2,1,4,3,2,2,41.1764,0
4,8,2,1,5,1,61.763999999999996,1
4,6,4,1,4,1,58.823100000000004,0
2,7,2,1,4,4,58.82340000000001,0
4,4,1,2,2,4,50.0018,0
2,6,3,3,5,4,67.64640000000001,1
3,5,3,4,2,4,61.764799999999994,1
4,3,2,7,1,1,52.9405,0
3,7,1,3,4,3,61.764300000000006,1
4,4,1,1,2,2,41.1777,0
3,5,1,6,2,4,61.7646,1
2,6,2,2,4,1,49.9986,0
4,8,4,7,3,4,88.234,1
4,1,1,7,1,3,50.0009,0
1,3,1,5,1,1,35.2926,0
2,1,4,4,3,3,50.0,0
3,1,1,3,5,3,47.06,0
1,10,4,3,5,2,73.5261,1
4,8,3,4,5,2,76.4693,1
4,2,2,4,3,1,47.05910000000001,0
3,4,4,3,4,4,64.7062,1
3,6,4,4,4,1,64.7041,1
3,7,4,4,4,2,70.58659999999999,1
1,9,3,6,5,1,73.52529999999999,1
3,2,1,1,2,1,29.4126,0
1,9,4,1,1,4,58.822199999999995,0
2,2,4,5,2,2,49.9991,0
3,5,1,6,3,2,58.822500000000005,0
3,8,2,3,2,3,61.763999999999996,1
3,1,2,5,2,1,41.17629999999999,0
1,9,3,4,1,2,58.820699999999995,0
3,10,1,1,3,2,58.822500000000005,0
4,2,3,3,3,2,50.00080000000001,0
1,2,4,6,1,4,52.9404,0
1,2,1,1,2,1,23.5292,0
4,1,4,2,5,1,50.0006,0
1,7,1,7,1,3,58.821200000000005,0
3,10,1,3,4,3,70.587,1
2,5,3,3,2,2,49.998999999999995,0
3,9,3,4,3,3,73.5279,1
2,1,4,2,1,1,32.3528,0
3,8,1,4,1,3,58.8228,0
2,8,3,1,2,1,49.9983,0
4,3,3,2,4,4,58.825100000000006,0
2,1,2,6,4,4,55.88250000000001,0
3,9,3,4,3,1,67.6447,1
4,10,1,3,4,4,76.4703,1
2,10,3,6,2,1,70.5846,1
1,1,4,6,3,2,49.99850000000001,0
4,4,3,6,2,4,67.6474,1
3,8,1,2,2,2,52.9405,0
2,5,3,5,5,4,70.5873,1
1,7,3,6,3,4,70.5861,1
4,1,4,7,3,2,61.7645,1
3,8,4,6,5,4,88.2336,1
1,8,2,1,3,2,49.9983,0
2,10,1,2,2,3,58.822199999999995,0
4,3,2,1,1,2,38.2367,0
2,2,3,2,2,2,38.2354,0
2,6,2,1,3,1,44.1166,0
3,2,3,6,2,3,55.8823,0
1,1,2,3,1,1,26.47,0
2,1,2,1,4,2,35.2948,0
1,9,1,6,2,4,67.6448,1
3,7,2,2,2,4,58.82379999999999,0
2,9,3,4,5,1,70.5852,1
2,4,3,7,5,1,64.7034,1
2,5,2,4,3,2,52.94,0
2,10,4,4,3,4,79.4097,1
1,5,4,1,5,1,49.998200000000004,0
3,6,4,6,2,3,70.5869,1
2,3,2,6,2,1,47.057300000000005,0
1,10,4,3,3,4,73.5271,1
2,2,1,4,1,2,35.2941,0
2,8,1,3,4,3,61.76350000000001,1
1,7,2,3,1,3,49.99860000000001,0
4,10,4,4,4,2,82.35099999999998,1
4,1,3,3,2,2,44.1188,0
2,9,3,4,2,4,70.58670000000001,1
4,5,2,1,2,3,50.0012,0
4,8,3,7,1,2,73.5276,1
3,1,2,7,2,3,52.9413,0
3,3,1,2,4,2,44.1182,0
2,2,2,1,2,2,32.3535,0
2,8,2,7,5,3,79.4092,1
4,7,3,7,5,2,82.3511,1
3,1,4,3,1,3,44.1186,0
4,7,2,6,1,3,67.6464,1
4,7,4,2,2,1,58.82269999999999,0
3,6,4,7,4,4,82.3516,1
4,8,1,4,5,2,70.5873,1
4,3,2,7,2,2,58.8232,0
3,7,4,4,4,1,67.64499999999998,1
1,1,3,6,4,3,52.940200000000004,0
3,2,3,1,4,3,47.06,0
2,1,3,2,4,2,41.176700000000004,0
4,10,2,5,3,3,79.4104,1
2,7,2,5,2,3,61.7632,1
1,9,2,2,4,3,61.7628,1
1,4,2,1,3,1,35.2931,0
3,8,4,3,5,4,79.4109,1
1,1,1,1,5,4,38.2364,0
1,2,2,7,5,4,61.7637,1
1,3,2,1,2,3,35.2943,0
1,10,2,7,3,1,70.58389999999999,1
2,8,1,3,5,1,58.821400000000004,0
1,10,2,6,4,2,73.5257,1
3,1,1,4,2,3,41.1776,0
2,7,4,4,3,3,67.6454,1
1,3,4,3,5,2,52.939800000000005,0
2,8,4,1,5,1,61.7626,1
1,8,1,2,5,3,58.822,0
1,8,2,5,2,3,61.7624,1
2,3,1,4,5,3,52.941,0
3,9,2,4,3,3,70.5869,1
2,7,3,3,1,1,49.99810000000001,0
4,4,4,3,4,2,61.7647,1
1,7,4,7,1,3,67.6442,1
3,7,2,3,2,3,58.8231,0
1,5,3,5,5,4,67.6456,1
3,6,2,3,1,4,55.8827,0
1,6,4,7,1,2,61.761700000000005,1
4,3,2,2,5,2,52.942,0
3,8,3,3,3,1,61.76290000000001,1
4,7,2,6,5,4,82.3524,1
4,1,3,1,4,3,47.0608,0
2,8,3,3,2,2,58.82170000000001,0
1,6,4,7,5,4,79.4093,1
3,8,4,5,3,3,76.46889999999999,1
4,4,3,6,1,4,64.7063,1
3,8,4,7,3,2,79.4091,1
2,1,4,2,3,3,44.1182,0
4,5,2,3,3,4,61.76570000000001,1
1,4,1,1,3,2,35.2937,0
1,2,3,1,3,3,38.2355,0
4,9,2,1,5,3,70.5881,1
1,7,4,1,5,3,61.7632,1
1,4,3,1,5,3,49.9995,0
1,2,3,4,2,2,41.1755,0
3,6,3,5,4,3,70.58720000000001,1
4,9,3,1,4,1,64.70479999999999,1
2,8,2,6,5,4,79.40990000000001,1
2,10,1,5,1,4,67.6454,1
3,3,1,4,5,3,55.8827,0
3,7,4,7,2,4,79.4103,1
3,5,3,3,3,4,61.765,1
3,2,1,6,3,2,49.99980000000001,0
1,5,4,2,3,2,49.99850000000001,0
1,9,4,3,5,3,73.5268,1
2,2,3,5,1,3,47.0586,0
1,2,4,7,1,4,55.881299999999996,0
4,8,1,1,5,2,61.7646,1
2,10,1,7,5,1,76.4668,1
3,8,4,4,5,2,76.4686,1
2,3,1,6,2,3,49.9995,0
1,1,1,1,4,4,35.2953,0
4,4,2,2,3,1,47.059099999999994,0
2,3,3,6,5,1,58.821600000000004,0
3,8,3,7,3,2,76.4681,1
3,3,1,3,2,3,44.1185,0
1,7,2,5,4,1,58.82050000000001,0
4,4,3,4,1,1,49.999700000000004,0
2,1,2,5,2,4,47.0594,0
3,5,1,3,5,2,55.882000000000005,0
4,10,3,3,4,1,73.52749999999999,1
2,3,4,3,2,4,52.9414,0
2,8,4,2,2,3,61.76339999999999,1
2,8,3,4,5,2,70.58590000000001,1
1,8,3,5,4,3,70.5856,1
2,6,1,1,3,4,50.0004,0
1,5,3,7,1,3,58.8214,0
1,2,4,6,3,1,49.997800000000005,0
2,10,3,5,5,2,79.4086,1
1,1,2,6,5,4,55.8819,0
1,4,4,7,4,4,70.5864,1
1,1,1,3,4,1,32.3523,0
1,4,4,5,4,4,64.7046,1
1,1,1,7,3,4,49.9996,0
4,5,2,7,4,2,70.5872,1
4,8,3,7,3,4,85.293,1
4,3,4,1,3,3,52.942499999999995,0
3,1,3,2,3,2,41.1773,0
2,8,3,2,2,1,52.9392,0
1,1,2,3,1,3,32.3532,0
4,4,1,1,2,3,44.119299999999996,0
3,10,1,1,5,1,61.7631,1
2,2,4,5,5,3,61.763999999999996,1
1,1,3,7,5,2,55.8806,0
4,7,3,3,2,4,67.6474,1
1,2,4,2,5,3,49.9996,0
4,5,4,7,5,3,82.35189999999999,1
4,1,2,7,2,2,52.9414,0
3,10,4,7,3,1,82.34929999999999,1
3,1,1,6,5,2,52.941100000000006,0
1,10,4,5,3,4,79.4089,1
2,3,2,5,3,2,49.9991,0
1,1,2,2,2,2,29.4118,0
2,2,3,6,1,2,47.057900000000004,0
1,9,1,6,2,3,64.7032,1
1,4,2,4,2,4,49.9995,0
4,6,1,2,5,3,61.765299999999996,1
3,6,4,6,1,4,70.5874,1
3,5,4,7,2,4,73.5285,1
1,8,4,1,2,1,49.9976,0
4,6,4,7,2,4,79.4111,1
3,9,4,7,4,4,91.17429999999999,1
3,6,1,4,1,3,52.941,0
3,9,4,2,1,3,64.7049,1
4,10,1,4,1,1,61.763099999999994,1
1,9,3,7,2,1,67.6429,1
1,3,4,1,2,2,38.234700000000004,0
4,7,4,4,3,4,76.4704,1
1,1,3,6,4,2,49.9986,0
2,5,2,1,3,2,44.1173,0
1,8,1,5,4,2,61.76200000000001,1
2,5,3,7,3,3,67.64529999999999,1
4,4,2,3,3,2,52.94160000000001,0
2,4,3,5,2,1,49.99829999999999,0
3,5,4,6,1,2,61.7633,1
3,5,4,1,5,4,64.7064,1
1,6,2,3,1,1,41.17450000000001,0
1,5,4,5,3,3,61.7628,1
3,1,4,1,5,2,47.0596,0
4,4,2,7,2,3,64.7057,1
4,4,4,6,1,3,64.7057,1
3,8,1,4,4,2,64.7045,1
3,1,1,7,4,4,58.8241,0
4,3,2,5,5,2,61.764700000000005,1
1,9,3,3,5,3,70.58579999999999,1
1,9,2,6,3,3,70.5853,1
2,7,3,2,5,4,67.6464,1
2,7,4,2,2,4,61.7641,1
4,10,2,4,4,2,76.469,1
1,5,3,4,3,3,55.8809,0
3,1,4,5,3,3,55.8826,0
2,6,3,7,4,4,76.4689,1
1,8,3,4,4,4,70.5863,1
2,3,3,4,5,3,58.82299999999999,0
4,9,1,4,5,2,73.5282,1
2,9,1,5,3,1,61.761900000000004,1
4,2,1,6,1,2,47.0593,0
4,7,2,1,4,1,55.882,0
4,7,3,4,5,1,70.5868,1
2,8,4,4,1,3,64.7041,1
1,1,2,6,5,3,52.94030000000001,0
3,7,2,1,1,1,44.117,0
3,5,3,7,3,1,64.70379999999999,1
2,9,3,7,3,3,79.4089,1
2,3,4,3,4,3,55.882000000000005,0
2,10,2,1,4,4,67.6461,1
2,1,4,6,3,1,49.9986,0
3,1,4,7,2,3,58.82329999999999,0
1,3,4,4,2,3,49.998999999999995,0
2,9,1,2,2,1,49.9981,0
1,10,4,6,4,3,82.3493,1
4,5,1,3,2,4,55.8836,0
3,9,2,4,1,2,61.7631,1
4,2,2,4,2,1,44.118,0
1,7,4,2,2,3,55.880799999999994,0
4,8,4,6,5,1,82.35049999999998,1
2,5,3,1,3,3,49.9999,0
4,5,3,2,2,4,58.82469999999999,0
1,10,3,2,1,1,52.938199999999995,0
3,1,1,4,3,2,41.177099999999996,0
3,7,1,3,1,4,55.8826,0
2,5,2,5,3,4,61.7641,1
2,1,3,6,1,1,41.1754,0
2,4,4,4,3,4,61.764300000000006,1
3,6,2,5,5,4,73.52890000000001,1
2,6,2,1,5,4,58.8236,0
1,7,1,1,5,3,52.940200000000004,0
3,9,1,7,4,2,76.4681,1
1,4,1,2,4,2,41.175700000000006,0
1,3,2,5,4,2,49.9985,0
4,3,2,3,5,3,58.8245,0
3,3,4,7,1,3,61.763999999999996,1
2,9,3,6,2,1,67.6437,1
2,2,2,2,4,3,44.1182,0
1,3,1,2,2,2,32.3526,0
2,4,3,5,3,4,61.7642,1
2,6,1,3,1,2,44.116800000000005,0
1,9,3,6,5,4,82.3501,1
3,4,1,6,3,3,58.8232,0
1,5,2,4,3,2,49.9983,0
1,10,1,3,3,3,61.7625,1
4,8,4,2,1,3,64.7057,1
1,1,4,6,4,3,55.88120000000001,0
2,7,2,2,4,3,58.8227,0
3,4,1,1,2,1,35.294399999999996,0
2,6,1,7,1,3,58.822,0
2,7,2,3,2,3,55.8814,0
4,3,3,4,2,3,55.8831,0
4,5,2,7,3,1,64.7045,1
2,7,2,1,2,3,49.9996,0
2,6,3,5,2,4,64.70490000000001,1
2,10,3,2,2,4,67.6458,1
2,5,3,6,3,2,61.7628,1
4,7,2,5,4,1,67.64559999999999,1
1,3,4,4,5,1,52.9391,0
4,9,2,6,5,3,85.2926,1
2,7,4,5,3,2,67.6447,1
1,9,2,7,1,1,61.7608,1
4,1,1,2,4,3,44.119699999999995,0
1,8,4,1,3,4,61.76350000000001,1
4,3,3,2,3,1,47.0592,0
3,4,1,3,3,1,44.11730000000001,0
4,4,4,3,4,2,61.7647,1
4,6,4,1,3,1,55.882,0
3,3,3,2,2,2,44.118,0
2,1,4,6,4,2,55.8813,0
3,7,4,5,2,4,73.5285,1
2,9,3,7,3,3,79.4089,1
3,1,4,5,5,4,64.7064,1
2,5,3,3,4,3,58.8228,0
3,5,2,7,3,1,61.762800000000006,1
3,8,1,5,4,4,73.5286,1
2,3,2,1,5,3,47.05929999999999,0
3,5,3,4,2,1,52.93999999999999,0
1,10,2,1,5,1,58.820699999999995,0
4,6,3,5,5,3,76.47,1
1,7,1,5,4,3,61.76270000000001,1
4,3,2,6,3,4,64.70660000000001,1
3,9,1,5,2,3,67.64569999999999,1
3,6,4,4,3,3,67.6462,1
2,5,3,5,2,2,55.880799999999994,0
3,4,1,6,3,4,61.76480000000001,1
1,2,2,5,4,3,49.9992,0
2,7,4,3,5,2,67.6451,1
1,7,2,2,4,4,58.82260000000001,0
3,9,1,5,1,3,64.7046,1
1,8,1,6,5,4,73.52720000000001,1
2,2,2,4,2,2,41.1762,0
2,1,3,2,3,3,41.1772,0
2,9,2,2,4,3,64.7045,1
4,2,2,1,4,4,50.002300000000005,0
1,5,2,7,5,2,64.7032,1
3,3,3,2,1,3,44.1185,0
3,3,4,5,4,3,64.7055,1
3,1,1,5,3,1,41.176399999999994,0
4,1,4,2,5,4,58.8254,0
2,9,4,1,1,4,61.76389999999999,1
4,1,1,1,4,2,38.2372,0
2,4,4,7,3,3,67.6454,1
3,1,4,5,1,2,47.0588,0
1,10,4,7,3,1,76.46589999999999,1
2,5,2,1,1,4,44.11829999999999,0
4,1,4,4,4,4,61.766099999999994,1
1,9,1,7,1,4,67.6446,1
1,5,4,6,3,4,67.6453,1
3,10,4,2,3,2,70.5864,1
2,10,2,1,5,3,67.6456,1
2,5,3,2,1,4,50.00019999999999,0
4,1,4,4,1,3,50.0012,0
3,6,4,2,4,1,58.8223,0
4,7,3,2,1,1,52.940599999999996,0
4,3,2,5,5,2,61.764700000000005,1
2,3,4,1,3,4,50.00070000000001,0
4,7,2,2,5,3,67.6472,1
4,10,1,7,5,4,91.17500000000001,1
1,1,1,4,4,4,44.117999999999995,0
3,4,2,7,5,1,64.7041,1
4,4,1,6,1,4,58.824299999999994,0
3,9,4,1,3,3,67.6462,1
3,5,3,1,3,1,47.0584,0
1,6,1,7,4,1,58.82040000000001,0
4,10,1,7,3,2,79.40960000000001,1
2,7,1,7,3,2,64.7035,1
1,5,2,5,1,3,49.998599999999996,0
3,5,3,6,3,2,64.7045,1
2,5,1,5,3,3,55.88149999999999,0
1,9,3,1,2,2,52.939099999999996,0
1,1,4,2,2,1,32.352199999999996,0
4,2,2,2,4,3,50.001599999999996,0
1,10,1,3,4,2,61.76200000000001,1
2,8,2,4,5,4,73.52810000000001,1
2,3,4,5,1,1,47.0573,0
2,10,2,4,3,3,70.5861,1
2,9,1,4,5,4,73.528,1
1,2,1,7,5,1,49.9979,0
2,4,1,7,4,1,55.880300000000005,0
2,4,4,6,5,4,73.5283,1
1,6,3,6,4,2,64.7031,1
3,4,4,2,1,2,47.0588,0
3,7,1,2,5,3,61.7645,1
2,2,4,5,3,1,49.9986,0
4,5,4,3,1,4,61.76549999999999,1
3,6,3,3,1,1,49.998900000000006,0
3,1,4,6,5,4,67.6473,1
2,6,1,1,3,3,47.058800000000005,0
4,1,2,5,5,3,58.8245,0
4,9,4,3,4,2,76.46919999999999,1
1,5,3,6,3,1,55.8795,0
3,5,1,6,5,3,67.6463,1
3,2,4,5,3,3,58.823499999999996,0
4,9,3,6,1,4,79.41080000000001,1
4,2,2,6,3,4,61.76570000000001,1
4,10,2,1,4,1,64.70469999999999,1
4,10,4,7,2,2,85.29149999999998,1
4,6,1,6,4,1,64.7046,1
3,9,2,5,2,3,70.5867,1
1,3,4,6,3,3,58.8219,0
1,8,1,2,2,1,44.1155,0
4,1,2,3,3,2,44.118900000000004,0
4,2,4,4,5,2,61.764900000000004,1
3,5,3,4,5,3,67.64649999999999,1
3,4,2,2,2,4,50.001099999999994,0
3,3,2,5,5,2,58.82300000000001,0
2,5,3,4,5,2,61.7632,1
4,8,1,6,4,3,76.4696,1
4,3,3,5,3,1,55.88190000000001,0
3,6,2,6,3,4,70.58760000000001,1
3,9,4,7,2,2,79.40889999999999,1
3,2,1,3,1,2,35.2949,0
